,Particulars,search_name,Address
1601,Shugeeth C B,Shugeeth C B,"No. 5 Aadhipureswarar 2nd Cross Street,, Pallikaranai Chennai  - 600 100"
1602,SIAM SOOK,SIAM SOOK,"62-2(50-2), Thiruvalluvar Pet Street,, Mandaveli Railway station, Mandaveli, Chennai 600028"
1603,SIDDHESWARA & CO,SIDDHESWARA &,"No.G/C-28,, Food Grains Market,, Koyambedu,, Chennai - 600 107., Mob: 98405 09832."
1604,Sil Agencies,Sil,"#71/41 Arcot Road, ""Sukumar Square"", Niligiris Basement, Kodambakkam, Chennai 600 024, Tele: 044 24835255, Mob 91714 94913"
1605,Sil Agencies  ( Sales ),Sil,"#71/41 Arcot Road, ""Sukumar Square"", Niligiris Basement, Kodambakkam, Chennai 600 024, Tele: 044 24835255, Mob 91714 94913"
1606,Silver Pearl,Silver Pearl,"No. 1/5 , Ground Floor,, Thirumurthy Nagar, 6th Street,, Nungambakkam , Chennai - 600034, Mob-  98843 19400"
1607,Sin A Win,Sin A Win,"Sachika Kumar, 7 College Lane, Nungambakkam, Chennai - 600006, Landmark - Brown gate next to Bombay Brasserie Restaurant, Mob-99625 65070"
1608,Sinful Something,Sinful Something,"New No 17A Old No 10, 6th Main Road R A Puram, Chennai 600 028"
1609,Siprian Hotels Pvt Ltd,Siprian Hotels,"Mango Hill Chennai, Unit of Siprian Hotels Pvt, No:4,Thirumalai Pillai Road,, T.Nagar,Chennai-600017, Mob:9600162200"
1610,SISA Ventures,SISA Ventures,"Shop No:4,Plot No:26&27A,, Annai Velankanni Nagar,, Phase 2,Mugalivakkam,, Chennai-600125., Mob:8508250789"
1611,Sisa Ventures (OPC) Private Limited,Sisa Ventures,"No:715-A,7th Floor,Spencer Plaza,, Anna Salai,Chennai-600002., Mob:8508250789."
1612,Siuuu Foodworks,Siuuu Foodworks,"19/30 Gokulam Colony, Ground Floor, Lloyds Road, Chennai - 600 005., Mob: 9698293164."
1613,Sivaranjani Store,Sivaranjani Store,"No:36,Alapakkam Main Road,, Ashtalakshmi Nagar,, Alapakkam,Chennai-600116., Mob:9787438975"
1614,Sivasakthi Ravindran,Sivasakthi Ravindran,"Old No:50,New No:40,, Taylors Road,Kilpauk,, Chennai-600010., Mob:9003068288"
1615,Sivasakthi Super Markets,Sivasakthi Super Markets,"No:1, Shanmuga Nagar,, Mannivakkam,, Chennai-600048, Mob:9087185000 , 9087685000"
1616,Sivas Department Store,Sivas Department Store,"No:3/974,Sivaji Nagar,, Mugalivakkam Main Road,, Mugalivakkam,Chennai-600125."
1617,SIXTH SENSE HOSPITALITY,SIXTH SENSE HOSPITALITY,"No.769, Munusamy Salai,, K.K. Nagar,, Chennai-600078, Deivery Address,, No.113/58,Pasumpon Muthuramalinga Thevar Road,, RA Puram, Austin Nagar,, Nandanam,Chennai-600028, Mob-9087243999, Tel-044 24353751"
1618,S.J.R.Traders,S.J.R.Traders,"43c, Marina Apartment, Akbar Sahib Street, Chennai-600005, mob:9840704830"
1619,SKANDHA TRADERS,SKANDHA TRADERS,"No 23 D Flat No 4, Block C North Boag Road, T Nagar Chennai 600 017, Mob 7358298296"
1620,S K Enterprises,S K,"No. 40/ 1  Vastha Nagar, Thangal , 4th Street, Thiruvottiyur  , Chennai - 600 019, Mob No: 7667938109"
1621,SK ENTERPRISES (N),SK,"8, ELLIS ROAD, MOUNT ROAD,, Chennai, Tamil Nadu, 600002., Mob:6381282995"
1622,SKJP Food Group,SKJP Food Group,"2nd Floor, No.4/1,, 4th Block,, Nolambur Main Road,, Chennai - 600 037., Mob: 63743 99655"
1623,S K Marine International,S K Marine,"AP-422, D NO.15, I-BLOCK,, Thiruvalluvar Kudiyiruppu Colony,, 20th Street, ANNA NAGAR,, Chennai, Tamil Nadu, 600040, Mob:96000 67217"
1624,SKS Hotel and Holding Private Limited,SKS Hotel and Holding,"No 42, 35th Cross Street,, Besant Nagar, Chennai 600 090"
1625,Sky7 Restobar,Sky7 Restobar,"7th Floor,  No 12, Jawaharlal Nehru Salai,, Chennai Tamil Nadu-600106, Mob: 9981998140 / 81245 51365"
1626,Sky Enterprises,Sky,"No:1/168,East Coast Road,, Palavakkam,Chennai-600041., Mob:8608936467 / 9498087769"
1627,Sky Hotels,Sky Hotels,"No:24,Besant Nagar, Adyar,, Chennai, Tamilnadu-600020, Mob:9585832414"
1628,Skyrocket Beverages  Private Limited,Skyrocket Beverages,"Ground Floor,No:30/4,, Alpha College Road,, Chettiar Agaram Road,, Chennai-600077., ( Behind Ramachandra Medical College ), Mob:7358504503"
1629,Sky super Market,Sky super Market,"No 1, Lakshmipuram main road,, Lakshmi Nagar,Poonamallee ,, Chennai-600056, Mob:9042736472"
1630,Skyway Marketing Private Limited,Skyway Marketing,"1st Floor, Office No.2, Door No.28,, Hatimi Manzil Mooker Nallamuthu Street, Chennai - 600001 PH: 9884677410"
1631,SLN AGRI FOODS PRIVATE LIMITED,SLN AGRI FOODS,"PLOT No.3/111, Parthasarathy Nagar,, Kumarankudil,Thuraipakkam,, Chennai-600097, Mob-98412 95543"
1632,"SLN COFFEE PRIVATE LIMITED_x000D_
_x000D_",SLN FFEE _x000D_ _x000D_,"No14, Ground Floor,, PS Apparels, Race Course Road,, PS Apparels, Guindy,, Chennai - 600 032., Mob: 90947 32577., Name: Mohan Raj"
1633,Smart Belly Foods,Smart Belly Foods,"No.18/24, TTK Road,, 1st Cross Street ,, Alwarpet,, Chennai-600 018, Mob-98844 89894, 8852086372"
1634,Smart Belly Foods ( Base Kitchen ),Smart Belly Foods,"No.18/24, TTK Road,, 1st Cross Street ,, Alwarpet,, Chennai-600 018, Mob-98844 89894, 8852086372"
1635,Smart Belly Foods Inc,Smart Belly Foods,"Old No:1/3,New No:31,, 4th Main Road,Besant Nagar,, Chennai-600090., Mob:8939589894 / 9884489894."
1636,Smart Belly Foods(S),Smart Belly Foods,"No: 1/1, West Club Road,, Shenoy Nagar, Chennai-600030., 9884489894"
1637,SMART GRAINS,SMART GRAINS,"NO:7, Grand Floor, RV Nagar,, 2nd St, Anna Nagar East,, Chennai-600102, Mob:9360075477"
1638,Smart Mini Koyambedu,Smart Mini Koyambedu,"785, 5th Block,, Mogappair West,, Chennai - 600 037., Mob: 8072671474"
1639,Smart Shop,Smart Shop,"No36 , Sivan Koil Cross St,, Kodambakkam, Chennai-600024, Mob:9840763641"
1640,S & M CUISINES,S & M CUISINES,"B9, Alsa Arcade,, Shop No 3,, 2nd Avenue, Anna Nagar East,, Chennai 600 102., PH: 8428254447"
1641,SMIDGEN FOODS PRIVATE LIMITED,SMIDGEN FOODS,"No;201, TT Krishnamachari Rd,, near Thanga Vinayagar Kovil, Seetammal Colony,, Seethammal Colony, Parthasarathypuram,, Alwarpet, Chennai, Tamil Nadu 600018, mob:Ph: 7871612345,99626 71777/9962076600"
1642,Smile Shopy Super Market,Smile Shopy Super Market,"No. 2, Murugan Nagar,, Kundrathur Main Road,, Mangadu,, Chennai - 600 122., Mob: 8939843446"
1643,S M S Distributors,S M S,"No 47 Coral Merchant Street, Chennai 600 001, Tel No 044 25231738"
1644,SMS Foods,SMS Foods,"Old No:29,New No:2,, Kanniyappan Street,, Vetri Nagar, Chennai,, Tamil Nadu - 600082, Ph: 8939499595"
1645,SM STORES & SONS,SM STORES & SONS,"Plot no 10,11, Vel Nagar,, Mettukuppam Main Road,, Maduravoyal,, Chennai 600 095., Mob: 9841155725."
1646,SMT Agro Dairy,SMT Agro Dairy,"No,11,4th St.Rathanapuri Layout,, Koyambedu,Chennai-600107, Mob:9003003226,6381819708"
1647,Snack House,Snack House,"Mr Ramkumar, 11/44 Valluvar Salai, Arumbakkam, Chennai 600 106"
1648,SN CHEFPRO,SN CHEFPRO,"Ground Floor, New No: 962, Old No: 233A,, SURYA BAKERS WORLS, Velachery Road,, NA, Selaiyur, Chennai-600073, Mob-9962221611"
1649,S N D ENGINEERS,S N D ENGINEERS,"No.26A, New No.6/202,, Anna Street,, Akash Nagar, Manimedu,, Thandalam, Kovur,, Chennai-600128, Mob:9444184497"
1650,S N ENTERPRISES,S N,"NO 227, THILLAIYADI VALLI AMMAI NAGAR,, THIRU VI KA STREET, ANNA NAGAR WEST,, Chennai, Tamil Nadu, 600040, Mob: 9600018116,9514433300"
1651,S.N.Traders,S.N.Traders,"No:260,Trunk Road, Poonamallee,, Chennai-600056., Mob:9345398733"
1652,Social,Social,"Impresario Entertainment & Hospitality Pvt Ltd, No:49/50L,Located at E Hotel,, White Road,Royapettah,, Chennai-600014., Mob: 99384 62622, Name:  Vijay"
1653,Social Restaurants Private Limited,Social Restaurants,"No 94 Sathyadev Avenu, MRC Nagar, Chennai 600 028, Mob 8870888486 , 9789767333"
1654,Sodexo India Services Private Limited,Sodexo,"Block.6A,Centennial Square-Fifth Floor,, Murugesan Nagar,Kodambakkam,, Chennai-600024."
1655,Soliss International,Soliss,"No.5 Sparking Sands Avenue, Akkarai, Chennai - 600115, ph:8939725780"
1656,Sona Caterers,Sona Caterers,"No.11a, Thilagar Street,, Laxmipuram, Vinayagapuram, Chennai,, Ph: 9361555055"
1657,Sonali Chairs & Interiors,Sonali Chairs & Interiors,"Branch Office No:64/1,, Nattu Subbarayan Street,, Mylapore,Chennai-600004., Mob:9840259883."
1658,Soul,Soul,"No 9 oyster building, Khader Nawaz Khan road,, Nungambakkam, Chennai - 600034, Mob-98841 42478"
1659,Soul Tree,Soul Tree,"20 Anna Nagar, Second Avenue, Anna Nagar, Chennai 600 040, Mob 98844 01614"
1660,Soupman Shop,Soupman Shop,"No 113 Ranghavan Street, Perambur, Chennai 600 011"
1661,South North Hospitality,South North Hospitality,"C/o Roll baby Roll,, No.57, thiruvalluvar road,, Alwarpet,  seethammal extn,, Chennai - 60018, Mobile - 97910 22996, Mobile - 9871370870, Ac No: 8825878550"
1662,South North Hospitality LLP,South North Hospitality,"Shop No:12,Old No:167,, Eldam Square,Eldam Road,, Teynampet,Chennai-600018., Mobile - 97910 22996,9871370870."
1663,Spazio Restaurant,Spazio Restaurant,"Dr.Kannan Tower No 7, 2nd Floor Lakshmi Nagar Ext,, Arcot Road Porur, Chennai 600 116, Mob 98840 30425"
1664,SPB Traders,SPB Traders,"No:71/41,NSK Salai  ( Arcot Road ), Sukumar Square,Basement,, Kodambakkam,Chennai-600024., Mob:9500045265"
1665,Speciality Restaurants Limited,Speciality Restaurants,"Hotel The Spring ( Mainland China - Asia Kitchen), Hotel The Spring, No 11 Kodambakkam Road, Nungambakkam, Chennai  600 034, Ph 9025175579, 9904103622"
1666,Speciality Restaurants Limited (P),Speciality Restaurants,"(Mainland China (P)), First Floor F 34 Phoenix Market City, 142 Velachery Main Road, Chennai 600 042, Mob: 8348170172,, 9884226363"
1667,Speciality Restaurants Limited (S),Speciality Restaurants,"(Sigree Global Grill, Mainland China), No 11 Kodambakkam High Road, Nungambakkam, Chennai 600 034"
1668,Speciality Restaurants Limited ( Ty ),Speciality Restaurants,"Mainland China Restaurant, A Unit of Speciality Restaurants Limited, No-5, Srinivas Tower,, Cenotaph Road, Teynampet,, Chennai -600018., Mob- 7871898392/8018506323"
1669,Spence&Co,Spence&,"220 N S C Bose Road, Lakshmi Chambers, Chennai 600 001, PH  9840031366, Tel No: 25385859 (Alamelu)"
1670,S P Foods Center,S P Foods Center,Vadapalani Chennai-600 026
1671,S&P Foods (M),S&P Foods,"10 Narasimhan Street, Gurusamy Nagar, Madhanadhapuram, Porur Chennai 600 116, 98410 85599"
1672,SPICE HOOD,SPICE HOOD,"( Restaurant and Catering Services), No 202, 6th Avenue, Seashore Town, Modern Layout, Panaiyur, Chennai 600 119, Mob : 99622 04528"
1673,Spi Cinemas Private Limited,Spi Cinemas,"No 305 Bharathi Salai, Royapettah, Chennai 600 014, 8754458400, Magesh No. 7200356353"
1674,Spi Cinemas Private Limited (EA),Spi Cinemas,"SPI Escape Multiplex, Express Avenue Mall, White Road, Royapetah, Chennai 600 014, Mob 72003 56353"
1675,Spi Cinemas Private Limited (PR),Spi Cinemas,"S2 Perambur, Spectrum Mall, Paper Mills Road, Gopal Colony, Perambur Chennai 600 011, Mob 73388 24667"
1676,Spi Cinemas Private Limited (VI),Spi Cinemas,"Palazzo IMAX, The Forum Vijaya Mall, NSK Salai Arcot Road, Vadapalani, Chennai 600 026, Magesh 72003 56353"
1677,Spicy Eats Restaurant,Spicy Eats Restaurant,"1/PC 2A, Mugappair West,, Nolambur, Chennai 600 037., Mob: 9840423724,9962599452, 9700095888"
1678,SPI Diners Private Limited,SPI Diners,"NO:19,Pushpa Nagar Main Road,Lake Area,, Nungambakkam,Chennai-600034., MOB: 93454 27505"
1679,Spirit Dove Hotels and Resorts,Spirit Dove Hotels and Resorts,"63/5 Ground Floor,, Murugesan naicker complex,, Greams Rd, Thousand Lights West,, Thousand Lights, Chennai,, Ph:9884606222"
1680,Splendid Fine Foods Pvt Ltd,Splendid Fine Foods,"Lot No.10, Bharathi Nagar Annexe, Medavakkam Road, Sholinganallur, Chennai - 600 119, Mob 98410 15170"
1681,SPM HOTEL,SPM HOTEL,"Old No 3/135 New No 3/152, Perumbakkam Main Road, Medavakkam, Chennai 600 100, Mob 9094663403, Name: Ravichandran"
1682,SPN HOTELS PRIVATE LIMITED,SPN HOTELS,"NO.29, SPN HOTELS PRIVATE LIMITED,, THIRUMALAI PILLAI ROAD, T.NAGAR,, Chennai, Tamil Nadu, 600017, MOB:044-49043030"
1683,Spread,Spread,"No:12,Ellaimuthamman Kovil Street,, Vadapalani,Chennai., Mob:9344845204."
1684,Spring Enterprises,Spring,"No:12,Shivasi Apartments,, 1st Bajanai Kovil Street,, Choolaimedu,Chennai-600094., Mob:8220437246."
1685,Spring Enterprises (K),Spring,"Flat No:1,Vanavil Apartment,, No:3/491,3rd Street,, Venkateswara Nagar,, Kottivakkam,Chennai-600041., Mob : 9941392930"
1686,SPRING SUPERR MART,SPRING SUPERR MART,"1, Pari Salai,, Mogappair,, Chennai - 600 037., Mob: 9597693833"
1687,SRB Enterprises,SRB,"Old No 3,New No7, THARAKESHWARI NAGAR  1ST STREET, Tharakeshwari Nagar 1st Street, Chennai -600073, 638831 06738"
1688,S R Cake Private Limited,S R Cake,"No:5/9,Butt Road,St.Thomas Mount,, Poonamallee High Road,, Chennai-600016"
1689,SR & CO,SR &,"47/21 4th Main Road, Jawahar Nagar, Perambur,, Chennai 600 082, Mob 95149 44402, Mr Rakesh"
1690,Sree Agarwal Bhojanaalay,Sree Agarwal Bhojanaalay,"15/6, Venkatroyan Lane,, Parkrown,, Chennai, Tamil Nadu, 600003"
1691,Sree Akshayam Sweets 'N' Bakers,Sree Akshayam Sweets 'N' Bakers,"No 49 50 51 Lake View Garden, Korattur Chennai 600 076, 9751525316"
1692,Sree Devi Ventures,Sree Devi Ventures,"No 1, Brigade Xanadu,, Chanakyan Main Road,, Annamalai Avenue, Nolambur, Chennai-600041"
1693,Sree Ganapathi Enterprises,Sree Ganapathi,"No 3 Old 623, Madhanagar Main Road,, Madhanandapuram, Chennai, Ph:8760093474"
1694,Sree Gokulam Food Products Pvt Ltd,Sree Gokulam Food Products,"No.23,, Ohm Sakthi Nagar,, Valsaravakkam,, Chennai 600 087., Mob: 97466 65027"
1695,Sree Gokulam Hotel India Pvt Ltd,Sree Gokulam Hotel,"Sabari Classic, ECR Navalur, Chennai 603 103, PH 044 47445030, 98409 66628"
1696,Sree Gupta Bhavan Private Limited,Sree Gupta Bhavan,"New No.1, Raja Street, Santhosapuram,, Vengaivasal, Chennai, Tamil Nadu, 600073"
1697,SREE MURUGAN SUPERMART,SREE MURUGAN SUPERMART,"No. 19, Palla Street,, Kundrathur,, Chennai 600 069., Mob: 7667110110"
1698,Sree Naalvar D Store,Sree Naalvar D Store,"Ground, Plot No3, East Street,, Selva Ganapathi Nagar,, Mugalivakkam Chennai -600125, Ph:9003150563"
1699,Sreenidhi Enterprises,Sreenidhi,"Plot No 12, New No 4,, Thirumalai Priya 1st Street,, Pudhur, Chennai 600 053., Mob: 9025045924"
1700,Sree Padmanabha Foods( Palimer),Sree Padmanabha Foods,"( GO Bingu Cafe ), Ramachandra , Porur, Chennai - 600 116, Cell No: 9841469596"
1701,SREE PADMAVATI STEELS,SREE PADMAVATI STEELS,"19/1,T.H.Road, Tollgate Washermanpet, Chennai-600 008, Near Tollgate Bus Stand, Ph: 9940515760"
1702,SREE RAAJAN BAKERY,SREE RAAJAN BAKERY,"Ground Floor ,Door No.14-5/8,, MMDA Colony,, Maduravoyal,, Chennai-600 095., Mob:9884676248 / 9445060457"
1703,SREE SUPER BAZAAR,SREE SUPER BAZAAR,"Ground Floor and First Floor,, C10, Industrial Estate,, Kambar Salai, West Mogappair,, Chennai - 600 037., Mob: 9829932196"
1704,SR Foods,SR Foods,"Old No:77A,New No:1,3rd Street,, Karpagam Avenue,R.A.Puram,, Chennai-600028., Mob:9840041624."
1705,SR Foods Product,SR Foods Product,"No:40, Mettukuppam Main Road,, Maduravoyal. Chennai-95., Mob:9789325937"
1706,Sri Adhi Parasakthi Stores,Sri Adhi Parasakthi Stores,"No. 5/154, Kundrathur Main Road,, Kovur,, Chennai 600 126., Mob: 8789008758"
1707,Sri Ambika Foods,Sri Ambika Foods,"No.1/2, Pillayar Kovil Street,, Near JJ Park,, Nanmangalam,, Chennai-600129, Mob-73737 38353, ( Delivery to - Madurai Mundasukatti Briyani )"
1708,Sri Ambika Super Market,Sri Ambika Super Market,"No. 2/340, Co Optex Colony,, Manimagalam Main Road ,, Mudichur,, Chennai-600048"
1709,Sri Amman Store and Vegetables,Sri Amman Store and Vegetables,"NO.2 SANNADTHI STREET, NEAR AKSHEY BHAVAN, THIRUVERKADU,CHENNAI-77, PH:9003910720,6369830097, Mob:7695922018"
1710,Sriansh Enterprises,Sriansh,"Old No:18b,New No:55,, Trowpathy Amman Kovil,1st Cross Street,, 100 Feet Road,Velachery., Chennai-600042., Mob:9080296991."
1711,Sri Ayyanar Store,Sri Ayyanar Store,"No:1,Rajeswari Nagar,, Madhanadapuram,, Chennai-600125., Mob:9171777131"
1712,Sri Ayyappan Traders,Sri Ayyappan Traders,"No.2/1, Kamarajar Salai, Mettu Colony,, Manappakkam,, Chennai-600125, Mob : 7092377462 / 8015977462"
1713,Sri Balaaji Essence,Sri Balaaji Essence,"No.30, Kaliamman Koil Street,, Near AKR Kalyana Mandapam,, Virugambakkam,, Chennai-600 092, Mob-73387 75555, 99627 38244, Tel- 044 48555249"
1714,Sri Balaji Enterprises,Sri Balaji,"Red Box Omr, Okkiyampet, Thoraipakkam, Chennai"
1715,Sri Balaji Essence,Sri Balaji Essence,"No:34,Saidapet Road,, Vadapalani,Chennai-600026., Jayakumar-9840498408."
1716,Sri Balaji Essence New,Sri Balaji Essence New,"No:34,Saidapet Road,, Vadapalani,Chennai-600026., Mob:9840498408"
1717,Sri Balaji Supermarket,Sri Balaji Supermarket,"No.49G, Thiruvallur Street,, Kongu Nagar, Mogappair,, Chennai - 600 050., Mob: 8939446019, 7338846019."
1718,Sri Balaji Supermarket (G),Sri Balaji Supermarket,"No.138, Sankara Lingannar Street,, Gerugambakkam,, Chennai-600122, Mob:7550107967"
1719,Sri Bethanakshi Amman Stores,Sri Bethanakshi Amman Stores,"37/332, Alapakkam Main Road,, Maduravoyal,, Chennai-600 095., Mob:9941053203"
1720,Sri Bhavani Amman Store,Sri Bhavani Amman Store,"No.163, PV Vaithyatingam Road, Old  Pallavaram, Chennai - 600 117, Mob No."
1721,SRI DEVI TRADERS,SRI DEVI TRADERS,"NO.3, KANDASAMY NAGAR,, METTUKUPPAM,MADURAVOYAL,CHENNAI,, Tiruvallur, Tamil Nadu, 600095, Mob:9444116633,7200391941"
1722,Sri Ganesh Provison,Sri Ganesh Provison,"22/79 Arcot Road ,, Porur,, Chennai-600116, Phone:044 24768354"
1723,SRI GANESH STORES,SRI GANESH STORES,"Provision & General, No,27.C,V.Kovii, Street, Alwarthiru Nagar,, Chennai -600087, mob:96772 24495: 9042277588"
1724,SRI GANGA THEATRE,SRI GANGA THEATRE,"84/6 Villivakkam Redhills Rd., Kolathur Chennai 600 099., Mob 97911 11101, Name: Arun"
1725,Sri Hamsa Dhaara,Sri Hamsa Dhaara,"Old No.26,New No.51, 4th Main Road,R A Puram
Chennai- 28, Mob- 900 85 01 290"
1726,Sri Kamakshi Enterprises,Sri Kamakshi,"(Stock Fresh), 7,8, Kundrathur Main Road Murugan Nagar,_x000D_
, Mangadu,_x000D_
, Chennai-600122, Mob:7358561704, 9363513723"
1727,Sri Kamatchi Super Market,Sri Kamatchi Super Market,"No:15A,Shanmuganatha Kovil Street,, Mangadu,Chennai-600122., Mob:7305778737"
1728,Sri Krishna Pazhamudircholai,Sri Krishna Pazhamudircholai,"2nd Main Rd, Subasree Nagar, Mugalivakkam,, Chennai-600116, Mr Ramkumar _x000D_
, mob: 9600242951"
1729,Sri Krishna Sweets,Sri Krishna Sweets,"No.81 Vukan Tower Manyava 2nd Floor,, Thirumalai Pillai Road,, T Nagar, Chennai-600017, Mob-98407 69093"
1730,Sri Lakshman Traders,Sri Lakshman Traders,"1 , Ramachandra Nagar,, Ladies Hostel Shop,, Shri Ramachandra University Campus,, Porur Chennai -600116, PH:9841114181"
1731,Sri Lakshmi Food Products,Sri Lakshmi Food Products,"84,Alex Nagar, Tarapakkam Village, Kovoor, Chennai-600128, Mob:9962389950"
1732,SRI LAKSHMI PLASTICS,SRI LAKSHMI PLASTICS,"New No 5/25, Old No 6/276, Arcot Road, Porur, Chennai 600 116., Mob: 99405 54113, Tel: 2476 7955"
1733,Sri Lakshmi Stores Super Market,Sri Lakshmi Stores Super Market,"No 5/7A, Kaliamman Koil Street Sai Nagar,, Virugambakkam,, Chennai-600092, Mob:9884458805"
1734,Srilanand Mansions Private Limited,Srilanand Mansions,"(Novotel & IBIS Chennai OMR), No. 478/2 OMR Road Near Sholinganallur Signal, Chennai - 600 119, Mob No 8939842270 , 8939842262"
1735,Sri Laxmi Srinivasa Enterprises,Sri Laxmi Srinivasa,"No:32/29,4th Street,Padipudhu Nagar,, Anna Nagar West ( EXT ),, Chennai-600101., Mob:7358728128."
1736,SRI MAHA SUPERMARKET,SRI MAHA SUPERMARKET,"41, Selva Ganapathy Nagar,, Noombal,, Chennai - 600 077., Mob: 7401209042"
1737,SRI MAK & CO,SRI MAK &,"431,  PH Road,, Aminjikarai, Chennai 600 029, Mob:7904430080."
1738,Srimathy,Srimathy,"No 31 ,Mahalakshmi street, (opp sarada vidyala school back  gate), T.nagar , Chennai-600017, mob:90946 96343"
1739,Sri Murugan Maligai,Sri Murugan Maligai,"31,lake view road,, West Mambalam,, Chennai - 600033, Mob: 6382873645"
1740,Sri Murugan Store,Sri Murugan Store,"No :2/24, 31St Street, N Block,, Agathiyar Nagar Villivakkam,, Chennai-600049, Mob:8438392639 / 9790902364"
1741,Sri Mutharamman Pazhamudir Cholai,Sri Mutharamman Pazhamudir Cholai,"Vetri Vinayaga Kovil Street, Thirumangalam,Chennai -40"
1742,Sri Muthu Vinayaga Agencies,Sri Muthu Vinayaga,"No:16,Padmanabhan Street,, Villivakkam,Chennai-600049., Mob:9962015255."
1743,Srinivasa Medical,Srinivasa Medical,"No.47,Front Portion, Ground Floor, Srinivasa Hospital, Railwaystation Road, Kodambakkam, Chennai-600024, mob:9841215440"
1744,Sri Pethanatchi Amman Stores,Sri Pethanatchi Amman Stores,"No. 37/332, Alapakkam Main Road,, Maduravoyal,, Chennai - 600 095., Mob: 9941053203"
1745,Sri Pethanatchi Amman Traders,Sri Pethanatchi Amman Traders,"Pl No. 49, Srinivasa Nagar,, Kovur, Chennai - 600 122., Mob: 9710794063"
1746,Sri Radhe Krishna Chats,Sri Radhe Krishna Chats,"No:8th Avenue,, Manthope Colony,, Ashok Nagar,Chennai-600083."
1747,SRI SAI AGENCIES,SRI SAI,"Ground Floor,, Block A, Flat No.G1,, Radhee Shyam,, vanagaram Ambattur Road,, Adyalampattu,, Chennai - 600 095., Mob: 9566051265"
1748,Sri Sai Balaji Essence,Sri Sai Balaji Essence,"No64/4 Kaliamman Kovil Street, Virugambakkam, Chennai 600 092, Mob-98404 60408"
1749,Sri Sai Bhavan,Sri Sai Bhavan,"No:6,Medavakkam Main Road,, Ullagaram,Chennai-600091., Mob:9176856633."
1750,Sri Sai Foods,Sri Sai Foods,"20 Ast Avenue Shastri Nagar, Adyar Chennai 600 020, Mob 99622 57240"
1751,Sri Sai Foods ( A ),Sri Sai Foods,"No. 1397 , A type , Phase I&II, Thendral street, Ayapakkam , Ambattur, Chennai , 600077, Near Hotel Ganesh Bhavan, srisaifoods79@gmail.com, Mob- 9600190871"
1752,Sri Sai Foods ( Adambakkam ),Sri Sai Foods,"No:5,Rama Krishna Puram,, 3rd Street,Adambakkam,, Chennai-600088., Mob:9962874678."
1753,SRI SAI KITCHEN MAKERS,SRI SAI KITCHEN MAKERS,"NO : 100/2,, Wood Warf, Walltax Road, Chennai : 600003, Contact No 9444086715, Delivert at Porur GK Cinemas"
1754,Sri Sai Stores,Sri Sai Stores,"No.1, Manickam Nagar, 2nd Street,, Kundrathur,, Chennai 600 069., Mob: 99404 77514"
1755,Sri Sarvalakshmi Hospitality Pvt Ltd,Sri Sarvalakshmi Hospitality,"80A, South Boag Rd, Opposite to Amudham Colony,, T. Nagar, Chennai, Tamil Nadu 600017, Mob- 93443 72445"
1756,Sri Sastha Enterprises,Sri Sastha,"Old No:35,New No:10,, Vallam Banagaru Street,, Perumalpet,Puraisaivakkam,, Chennai-600007., Mob:9566038303."
1757,Sri Shivam Impex,Sri Shivam Impex,"No:4,Star Complex,, Gopal Chetty Street,, Chennai-600001."
1758,Sri Sudarshan Links,Sri Sudarshan Links,"No:84R,Sampoornam Avenue,, Vadapalani,Chennai-600026., Mob:9884027422."
1759,Sri Thirumala Super Market,Sri Thirumala Super Market,"726, Thiruvalluvar Salai,Kk Nager West, Nesapakkam,, Chennai-600078, Mob:8925699623, Telephone:044-24711245"
1760,Sri Vari Associates,Sri Vari Associates,"Kings Park Hotel, No:1,Arunachalam Street,, Chepauk,Chennai-600005."
1761,Sri Vari Enterprises,Sri Vari,"Ground Floor. Old No:12B,New No:11/2,, Valluvar Street, Krishnamoorthi Nagar,, Kodungaiyur,, Chennai - 600118, Mob No : 3840297705"
1762,Sri Veeraraghava,Sri Veeraraghava,"No:90,3rd Avenue,Pallava Garden,, Old Pallavaram,Chennai-600117., Mob:8778233479 / 7358633901."
1763,SRI VENKATESHWARA TRADERS,SRI VENKATESHWARA TRADERS,"NO.1, SIVAJI NAGAR, MUGALIVAKKAM MAIN, ROAD, MADHANANDHAPURAM, Chennai,, Tamil Nadu, 600125, Mob:9094477074,9445177074"
1764,Sri Vigneshwara Trading,Sri Vigneshwara,"No 1/40, Thandurai Main Road,, Banaveduthottam, Poonamalle, Chennai  - 600056, Ph; 9176456565"
1765,SRI VINAYAGA AGENCIES,SRI VINAYAGA,"37. GROUND FLOOR., MILLERS ROAD CHENNAI,, Chennai Tamil Nadu,, 600010, Ph: 98840 47718, 99403 47718"
1766,SRLPS Foods Pvt Ltd,SRLPS Foods,"No.7 First Main Road, Gandhinagar, Adyar, Chennai - 600 020, Tel : 044 24426554"
1767,SRM Aaruush Event,SRM Aaruush Event,Chennai.
1768,SRM Event FMX,SRM Event FMX,Chennai
1769,SRM GOOD FOODS,SRM GOOD FOODS,"NO:118, Sri Balakrishana Nagar,, Ramapuram,Chennai-600089., MOB: 8939999261."
1770,SRM Hotel Pvt Ltd ( G ),SRM Hotel,"No.36, Sardar Patel Road,, Guindy, Chennai., Pin-600032, Mob-9500129893, Pur No . 7397758413, Tel No: 044 45653337"
