Sl_No,Restaurant,Address,GSTIN,Detected_Cuisines,Swiggy_Food_ID,Swiggy_Dineout_ID,Imported Avocado,Blueberry,Cherry Tomato,Parsley,Thai Asparagus,Indian Asparagus,Lemon Grass,Thai Basil,Italian Lemon,Thai Bird Chilli,Shiso Leaves,Rosemary,Total_SKU_Score
282,Concept Bakers Pvt Ltd,"No 1 Nandhi Complex, Kamaraj Nagar Maduravoyal, Chennai 600 056, Mob No: 9941373385",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Elementz,"No,16,Wallce Garden  Ist St,, Nungambakkam,, Chennai - 600 034., Phone : 044- 42032323",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,Elalimentos,"31,Thiruvalluvar Salai, Balaji Nagar Nerkundram,, Chennai-600107, Ph:9841149419",33AAIPM4604N2ZK,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,ELAHI SUPER MARKET ( M ),"No:360/1,Church Road,, Golden George Nagar,, Mogappair East,, Chennai-600037., Mob:8248632631",33AACFE6836E1ZP,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,ELAHI SUPER MARKET,"NO 3/24, Trunk Road,, Porur, Chennai - 600116., Mob: 9952969808.",33AACFE6836E1ZP,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,EIN ENTERPRISES,"00, V.G.P.HOUSING PVT LTD, (M/S V.G.P.UNIVERSAL KINGDOM),, EAST COAST ROAD, INJAMBAKKAM,, Chennai - 600020, mob no : 9361808962",33AAHFE3426D2ZX,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Concepts,"NO.156, Velachery Main Road, Pallikaranai,, Chennai, Tamil Nadu, 600100, 94452 87912",33AQAPK8530D1ZA,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,EFF Agro Pvt Ltd,"No 1, 4th Avenue, Harrington Road, Chennai, Mob 75502 80677",33AAFCE0390M1ZM,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Eeshu Delicacies Private Limited,"No.12 Poonthamallee Road,, Ekkatuthangal Chennai- 600032, Mob-63809 68985",33AAGCE5856K1ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Cone Italo,"NO.4, 14, Kambar St, Karambakkam,, Ponni Nagar, Porur, Chennai,Chennai-116, Mob:9884995270",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,Edible Incorporate,"No 29 Duraiswamy Nagar, East Tambaram   Chennai- - 600 059",33BYIPA4519F1ZU,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Connexions,"IIIrd Main Road,, No.120.Natesan Nagar,, Virugambakkam, Chennai -600 092",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,ECLECTIC,"17/5 Kothari Road, 1st Cross Street, Numgambakkam, Chennai 600 034., Mob 89395 55550, ( Deliver At KNK Road)",33ABMPZ0639B1ZO,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,E & B ENTERPRISES,"No 27/17, Sunmax Square, Velachery Main Road, Velachery, Chennai 600 042, Mob:99520 31333, 74489 88999",33AAHFE8868P1ZL,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,Eat Street,"No:131/48,Velachery Main Road,, Little Mount,Saidapet,, Chennai-600015., Mob:9600490540.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,EAT REPEAT,"D3, Mayura Apartment,, Aziz Nagar, First Street,, Kodambakkam,, Chennai 600 024., Mob: 99529 60618",33CAKPD0331D1ZJ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Eat Out,"No,18.Thirumalai Nagar  Annexe, Ist Main Road, Perungudi, Chennai - 600 096.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Eating Crew,"YASS Tower No 283 Old no 123, TTK Road, Chennai",33AAKFE8078N1ZS,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Eat,"GPS Food Zone,, 14th St, Mehta Nagar,, kundrathur,, Chennai - 600069, Contact number : 9941285942",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,Ella Fresh Private Limited,"No 573, Sivaprakasam Nagar, Chennai-600066, Mob:8483237004",33AAICE3630R1ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Emelem  Gourmet Llp,"No:1/1, Mahalingapuram Main Road,, Mahalingapuram , Chennai, Tamilnadu- 600034, Mob:98845 26369",33AAKFE8544K1Z3,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,Emerald Haven Aviation Service Ltd,"GITEX III Floor ,, 3, Khader Nawaz Khan Road ,, Chennaim 600 006, Tel No: 28331117 / 8 /9, Ph 9566046209",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,ES PLASTICS,"NO 1/2, SUBAM NAGAR, SANGARA SALAI,, ZAMIN PALLAVARAM, Chennai.600117, MOB-99404 32045",33ABQPE3245A1Z7,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,"FAIRMACS SHIPSTORES PVT. LTD.,","No.31, MOORE STREET, Chennai, 98206 10367",33AAACF1406C1ZK,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Fabeato International Private Limited,"1, New No 81/83 Old No 31/32,, GT House, Dr Alagappa Road,, Vishnu Tailoring, Purasawalkam,, Chennai, Tamil Nadu, 600084, MOB:9003259629",33AAFCF1143F1Z7,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,F4,"10/1, Dr Ambadkar Salai, 4th Avenue, Ashok NAgar, Chennai",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,EVP Cinemas,"No:65,Santhosha Nagar,, Chennai-Bangalore National Highway,, Chembarambakkam,Poonamallee,, Chennai-602103.",33AGYPR3116N3ZP,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Evolve Fitness Studio,"265, 3rd Floor,, TTK Road,, Alwarpet,, Chennai - 600 091, 044 - 43129869, 9445189900, 9840028553",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Collective  Cuisines,"No:2nd Flour, New No.21 , Old No 11, J Block,, 6th Avenue Road, Anna Nagar, Chennai-600102, Mob:9188699178 8925996608",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,EVNOIA FOODSTUFF TRADING PVT.LTD,"No:2 F,2nd Floor, 560-562,, Century Plaza, Anna Salai,, Teynampet,Chennai - 600 018, Mob-99418 53686",33AAECE5874B1ZV,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Evans Evans Bakers and Confectioners,"#2/111, Mount Poonamalle Road,, Kattupakkam,Chennai-600056., Contact No: 9500075884., Cake Basket ( Shop Name), 9500497253",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,Eva Cakes,"61 A, Poonthamalle Road,, Ekkattuthangal,, Chennai-600032, Mob: 98408 88002",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,ESSVEE FOODS,"No 29 Padmagiri Nagar 1st Floor, Periya Sekkadu Perumal Koil Street, Madhavaram, Chennai 600 051, Mob 99400 20011",33AAFFE6680D1ZM,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,Esquire ( Sales ),"No 12 Anna Street, Kanagam, Chennai 600 113, PH 22541156",33ARRPS5682E1ZA,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,ESM Foods Private Limited,"(The Good Spot), No 5/3 2nd Main Road,, Kasthuribai Nagar,Adyar,, Chennai - 20, Mob-9994224601, Tel- 044 48622727",33AAECE3463E1Z0,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Eminent Foods,"No:1/10,Ramapuram Main Road,, Meenakshi Nagar,Nesapakkam,, Chennai-600078., Mob:9677177180.",33AAIFE5532B1ZY,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Eshwar Super Market,"41/3-2, Arya Gowda Road,, West Mambalam,, Chennai - 600033, Phone: 044 -2489 8089",33AAGFE5992F1ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Escape Cinemas Pvt Ltd,"No. 305, Bharathi Salai, Royapettah, Chennai-600 014, Ph. 8754458400",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,ERIC VENTURES,"Ground Floor Corner Portion,, 21, Raja Rajeswari Nagar,, Madanandapuram,, Chennai - 600 125., Mob: 9972626195",33ACIPE5705G1Z0,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Erevu Ventures Private Limited,"Plot No:7/8,Selva Vinayagar Nagar,, Near Athikvakkam,Grand Lyon,, Red Hills,Chennai-600052., Mob:8431234881.",33AAECE1501F1ZF,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Epicurean Eateries Private Limited,"No:15/4,1st Floor,4th Main Road,, Besant Nagar,Chennai-600090.",33AAHCE3318D1Z5,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Endemol India Private Limited,"S.F.No.167/3,167/4,, Bangalore Chennai National Highway, Kancheepuram, Chembarambakkam, Chennai - 602103",33AABCE5452G7ZS,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,ENBEE FOODS,"Ground Floor, 73/1,, Sterling Road,, Nungambakkam,, Chennai - 600 034, Mob: 96773 16141",33AAIPB1516C1ZM,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Enablers Property Services Pvt Ltd,"1/33, 3rd Street,, Thiruvallur Nagar,, Alandur, Chennai 600016., Mob: 80562 41441, ( Delivery At RMZ One Paramount,, Campus 10, No 110, Mount, Poonamalle Road, Chennai 600116.)",33AACCE0676P1ZE,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,E M Recreation Club,"Sf:2/301,Door No:175,, East Coast Road,Akkarai Junction,, Shollinganallur,Chennai-600119., Mob:9444714319.",33AABAE4608G1Z6,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Empire Agencies,"No. 11, Audiappa Naicken Street,, Chennai - 600 001, Mobile No: 9444064009, Tel No: 044 25396464 , 25364005, 9444064009, EMPIREAGENCIES@YAHOO.COM",33AAAFE0151A1ZJ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Compass India Food Services Private Limited,"Eco Kitchen No:8/15,, Harichandra 3rd Cross Street,, Injambakkam,Chennai-600115., Mob:9311907322",33AADCC9070A1Z4,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,Lotus Firms,"No 71 6th Avenue, Anna Nagar, Chennai 600 040",33AAGFL8093G1Z5,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,LOTUS  ( KAMALA CINEMAS BUILDING )_x000D_,"156,Arcot Road, Vadapalani, Chennai 600 026., Mob 7401406975, Mr Sathish, Mob-73587 63395",33AAFFL0898L1ZY,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,L.R.Enterprises,"JK Deli & More, No:21/10,Singaram Street,, T.Nagar,Chennai-600017., Mob:9342000285",33AAJPR3400Q1ZH,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,Night Mrkt,"Old No:1 , New No : 17A, 6th Maind Road,, Raja Annamalaipuram, Chennai 600028",33AAOFC8054G1ZD,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,New Thirumugan store,"No:9/265, B-Type,, Sidco Nagam,, Villivakkam,, Chennai-600049, Mob:9176014608",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,New Sri Annamalaiyar Traders,"No.1, Ageneeswaran Koil Street,, Kundrathur,, Chennai - 600069., Mob: 9043515740, 6369655658",33ABJPE2598R1Z1,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,BNY-Mellon Technology Private Ltd,"SEZ,Ground to 6th Floor of Block 3,, Sr,181-183,New No: 158,, SNP Infra,Embassy Splendid TechZone,, Chennai-600043, Mob:8883053399.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,New Sai Cultural Association,"N.A-5,Grand Arcade Building, Dr.Seetharaman Nagar, Velachery, Chennai-600 042, Mob 99401 82125",33AAAAN8313N1ZH,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,New Punitham Super Market,"Ward No 3, Door No. 4/5a, Alageshan Nagar Main Road, Sriperumbudur Nandambakkam,, Chennai-600069, Mob:6369012304",33EAFPB5755N1ZH,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,New Parasakthi Department Store,"141,Grand Southern Trunk Road, Nandivaram Guduvancheri, Krishna Bhavan, Chennai-603 202, Mob:8883100007",33AYMPG2012J3ZQ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,NEW MURUGAN STORES,"No.22A, Murugan Kovil Street,, Senthurpuram, Kattupakkam,, Chennai-600056, Mob:9003072554",33BFOPA5560H1ZK,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,New Grand Stores,"No : 63, ITC Grand Chola,, Mount Road, Gunidy,, Chennai - 600032, Cont Person : Varan, Mob No : 9789987634",33AGLPA0393H1ZP,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,New Elite Cultural Association,"No 81B Casa Grand Elita, Injambakkam, Chennai 600 115, Mob 95977 72856, 98414 08889",33AABAN3181H2ZS,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,New Bombay General Store,"No : 171,Mini Street,Sowcarpet,, Chennai-600079., Mr.Kushal: 9600069392",33AAGFN8025L1Z4,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,NEUF DAWN SUPPLY CHAIN AND SERVICES PRIVATE LIMITED,"21, Vallakotai Murugan Street,, Kilkattalai, Chennai, Tamil Nadu, 600117, Ph:8189937115",33AAGCN8915J1Z7,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,Nemesis Gaming Pvt Ltd,"Flat 402, TVH Battika,, No. 10 Sundarajan Street, Abhiramapuram, Chennai - 600 017, Mob No 9840535920",33AAFCN2142L1ZL,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,Neeva Aero Solutions,"No:5,Myans Luxury Villas,, Beside Mayajal Theatre,, Kanathur,East Coat Road,, Chennai-603112.",33AAHFN0145Q1Z4,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,Neelam Foods,"10/63 Munusamy Salai, West KK Nagar, Chennai 600 078, Mob 91761 76011, Mr Naveen",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,Natural Homemade Foods,"No:3/70, Annexe, Periyar Salai,, Palavakkam,, Chennai-600041., Mob:97872 01232",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,Natural Foods,"No:32,15th Cross Street,, Balaji Nagar,Kuberan Nagar,, Madipakkam,Chennai-600091., Mob:9841184329.",33AYUPN8636R1Z7,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Nataraj Traders,"211, Strahans Road, Pattalam (Opp.KLP Apartment A Block), Chennai - 600 012, Ph; 72009 30069 , 79041 12139",33AAAFN4320J1ZO,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,Nassaa Uth Hub,"5th Avenue, Eliot Beach, Besant Nagar, Chennai 600 090, Mob 88070 00300, Mob 94440 47789, Mr. Mohammed Nassar",33ADRPN7088F1Z2,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Boat Stopper,"New No 116, Old No.83,, 1st Main Road,thiruvallur nagar, Chennai- 600090, 98407 30407",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Bombay General Stores,"No:15,Raja Street,, T Nagar, Chennai 17, Mob:9841060671.",33AAAFB6180E1ZX,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Bombay General Stores ( Sales ),"No:15,Raja Street,, T Nagar,Chennai-600017., Mob:9841060671.",33AAAFB6180E1ZX,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Bonavi Enterprises,"PLOT NO.245, 22ND STREET, SRI KRISHNA, NAGAR, MADURAVOYAL, Chennai, Tiruvallur,, Tamil Nadu, 600095, 9841668400",33ALMPK4472D1Z7,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Bon Fresh Foods Private Limited,"No:8C/1,Sastha Nagar,, Villivakkam,, Chennai-600049., ( Opp to Sastha Nagar Christian Assembly ), Mon:9962342299.",33AAGCB8315A1Z8,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Deliver Address,"Bonjour Bonheur Ocean Spray, 5/5, Dr. Nanjundarao Colony,, ( Near Indane Gas Godown ), Mylapore,, Chennai - 600 004, PH: 9790041044",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Borromean Trading Private Limited,"(Nilgiris Franchisee), No.2/509a, Gj Villa, River View Road,, Jayram Reddy Garden , Manapakkam,, Chennai-600116, Name:Parthepan, Mob:86670 06909",33AAHCB8515F1ZV,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,NEXT TRIP,"No 153, First Floor,, M.T.H Road,, Villivakkam,, Chennai 600 049.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,Nihaal Enterprises,"No.15A, Agathiyar Nagar Extn,, Villivakkam, Chennai-600049, Mob-95514 13366",33AOYPS4934D1ZI,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Borromean Trading Private Limited(Koyambedu),"Baashyam Crown Residences, Residenves Road,, Koyambedu, Chennai-600107",33AAHCB8515F1ZV,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,NIKIS SUPERMARKET,"NO.14, VGN BLOOMING GARDEN,, SUN FLOWER STREET, MUGALIVAKKAM,, Chennai, Tamil Nadu, 600125, Mob:9629193934",33AAMFN5333K1Z3,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,Nusa Foods Private Limited,"C4 Selvam Apartments,, 37/7, Kambar Street,, East Tambaram,, Chennai-600 059, Mob-96001 88011",33AAGCN1534K1ZK,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,Nuhman,Mannadi Chennai,,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,N S Mani Associates,"No. 15/2 , Subbu Chetty Street,, Park Town, Chennai-600003, Mob-73580 64149",33ALOPV5393C1ZQ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,Novena Indusries,"No. 52, 53, Srinivasa Nagar, Aplapakkam Main Road, Madurayal  Chennai  - 600 095, Mob- 99 44 44 48 26",33AAECN9698L1ZN,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,Nova Recreation Club,"No.110 One Paramount,, Mount Poonamallee High Road,, Chennai-600116, Mob:8939105403",33AAKAN1103C1ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,Nouvelle,"No:36/1,Elango Salai Cross Street,, Teynampet,Chennai-600014., Mob:9600151664/9361669618, 7022224777.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,Nosh Foods Pvt Ltd,"No. 4/66 First Street, Nagalakshmi Nagar, Kattupakkam, Chennai 600 056, Ph : 044 4865 6665, 9080420106",33AADCN8824D1ZN,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,NORTH STAR & CO,"7/3,, 2nd Cross Street,, RA Puram, Chennai - 600028, 98841 69869",33AAJFN7777J1ZO,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,BML Facility Management Private Limited,"1st floor, 66/77,, Saravana Perumal 1st street,, Purasawakkam,, Chennai - 600 084., Mob: 98411 33050, 97107 09802",33AAFCB8961M1Z8,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,BMQR Certifications Pvt Ltd,"No:5,2nd Floor,, Sathyamoorthy Road,, Thiruvalleswarar Nagar,, Thirumangalam,Chennai-600040., Mob:9381137501",33AADCB8741K1ZK,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,Nolita ( Ecr ),"NOLITA, THE PROMENADE,, Anna Enclave Street,, Injambakkam,, Chennai,, 600115, Ph: 89394 61026",33AASFN6388C1ZX,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,Nolita,"32/1 16A B, KHDHAR NAVAWS ROAD,, NUNGAMBAKKAM, CHENNAI-600006, Mob-96771 62832",33AACCM8631N2Z6,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,Noble Foods,"OLD NO 10 NEW NO 21,, WALLACE GARDEN,, 3RD STREET, NUNGAMBAKKAM,, Chennai, Ph: 99621 62627",33AAVFN2992B1Z2,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,N.N.CORPORATION,"Old No.8, New No.19, Flat No.G4, Ground Floor Lakshmi Street, Alagappa Nagar, Kilpauk, Chennai - 600010, Mob; 79048 60155",33AAJHS6086F1ZW,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,N M Store,"No:262.Trunk Road,, Poonamallee,Chennai-600056",33BNBPM1599R1ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,NKP EMPIRE VENTURES PRIVATE LIMITED,"2/279, Unit No.1, First Floor,, Bulwark, Pillayarkovil Street,, Chennai, Tamil Nadu,, Tamil Nadu,_x000D_
600097, PH NO : 7026610045",33AADCN9372N1ZX,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,NK HOSPITALITY SERVICES PRIVATE LIMITED,"PappaRoti, LG 32, Palladium Mall,, Next to Phoenix Mall,, Velechary Main Road, Chennai 600042_x000D_
, Mob 87882 43866",33AAFCN1887L1Z3,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,NITSGOURMET,"21/28, 2nd Street,, Vasantham Colony,, Anna Nagar,, Chennai 600040, Mob: 99404 65579",33BBNPN8764P2ZM,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,Nitro Icecream Private Limited,"Plot No 3211 78A 3rd Avenue, Anna Nagar, Chennai 600 040, Ph 99805 66077",33AAFCN4553M1Z8,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
